pos,genus,nominativ singular,nominativ plural
Substantiv,m,Geltungsdrang,Geltungsdränge
Substantiv,n,Gelächter,Gelächter
Substantiv,n,Gelände,Gelände
Substantiv,n,Geländefahrzeug,Geländefahrzeuge
Substantiv,m,Geländegewinn,Geländegewinne
Substantiv,n,Geländer,Geländer
Substantiv,f,Geländerippe,Geländerippen
Substantiv,m,Geländeritt,Geländeritte
Substantiv,n,Geländespiel,Geländespiele
Substantiv,n,Geläut,Geläute
Substantiv,n,Geläute,Geläute
Substantiv,n,Gelöbnis,Gelöbnisse
Substantiv,n,Gelübde,Gelübde
Substantiv,n,Gelüst,Gelüste
Substantiv,n,Gelüste,Gelüste
Substantiv,n,Gemach,Gemächer
Substantiv,m,Gemahl,Gemahle
Substantiv,f,Gemahlin,Gemahlinnen
Substantiv,f,Gemarkung,Gemarkungen
Substantiv,f,Gemein,Gemeinen
Substantiv,f,Gemeinde,Gemeinden
Substantiv,n,Gemeindeamt,Gemeindeämter
Substantiv,n,Gemeindearchiv,Gemeindearchive
Substantiv,m,Gemeindebau,Gemeindebauten
Substantiv,n,Gemeindeblatt,Gemeindeblätter
Substantiv,m,Gemeindebote,Gemeindeboten
Substantiv,n,Gemeindebüro,Gemeindebüros
Substantiv,m,Gemeindediener,Gemeindediener
Substantiv,n,Gemeindehaus,Gemeindehäuser
Substantiv,n,Gemeindemitglied,Gemeindemitglieder
Substantiv,m,Gemeindename,Gemeindenamen
Substantiv,m,Gemeinderat,Gemeinderäte
Substantiv,f,Gemeinderatswahl,Gemeinderatswahlen
Substantiv,m,Gemeindereferent,Gemeindereferenten
Substantiv,f,Gemeindereferentin,Gemeindereferentinnen
Substantiv,f,Gemeinderätin,Gemeinderätinnen
Substantiv,f,Gemeindeschwester,Gemeindeschwestern
Substantiv,f,Gemeindesteuer,Gemeindesteuern
Substantiv,m,Gemeindeverband,Gemeindeverbände
Substantiv,f,Gemeindewahl,Gemeindewahlen
Substantiv,n,Gemeindezentrum,Gemeindezentren
Substantiv,f,Gemeine,Gemeinen
Substantiv,n,Gemeingut,Gemeingüter
Substantiv,f,Gemeinheit,Gemeinheiten
Substantiv,m,Gemeinplatz,Gemeinplätze
Substantiv,f,Gemeinsamkeit,Gemeinsamkeiten
Substantiv,f,Gemeinschaft,Gemeinschaften
Substantiv,f,Gemeinschaftsaufgabe,Gemeinschaftsaufgaben
Substantiv,f,Gemeinschaftsdusche,Gemeinschaftsduschen
Substantiv,m,Gemeinschaftsgarten,Gemeinschaftsgärten
Substantiv,n,Gemeinschaftsgrab,Gemeinschaftsgräber
Substantiv,n,Gemeinschaftskonto,Gemeinschaftskonten
Substantiv,f,Gemeinschaftspraxis,Gemeinschaftspraxen
Substantiv,f,Gemeinschaftsproduktion,Gemeinschaftsproduktionen
Substantiv,m,Gemeinschaftsraum,Gemeinschaftsräume
Substantiv,f,Gemeinschaftsschule,Gemeinschaftsschulen
Substantiv,n,Gemeinschaftsschulsystem,Gemeinschaftsschulsysteme
Substantiv,f,Gemeinschaftssendung,Gemeinschaftssendungen
Substantiv,n,Gemeinschaftsspiel,Gemeinschaftsspiele
Substantiv,f,Gemeinschaftsunterkunft,Gemeinschaftsunterkünfte
Substantiv,f,Gemeinschaftswährung,Gemeinschaftswährungen
Substantiv,f,Gemeinsprache,Gemeinsprachen
Substantiv,m,Gemeinwille,Gemeinwillen
Substantiv,n,Gemeinwohlinteresse,Gemeinwohlinteressen
Substantiv,n,Gemenge,Gemenge
Substantiv,f,Gemengelage,Gemengelagen
Substantiv,n,Gemetzel,Gemetzel
Substantiv,f,Gemination,Geminationen
Substantiv,n,Gemisch,Gemische
Substantiv,f,Gemme,Gemmen
Substantiv,n,Gemächt,Gemächte
Substantiv,n,Gemächte,Gemächte
Substantiv,n,Gemälde,Gemälde
Substantiv,f,Gemäldesammlung,Gemäldesammlungen
Substantiv,n,Gemäuer,Gemäuer
Substantiv,f,Gemäßheit,Gemäßheiten
Substantiv,n,Gemüse,Gemüse
Substantiv,f,Gemüseart,Gemüsearten
Substantiv,n,Gemüseauto,Gemüseautos
Substantiv,m,Gemüsebauer,Gemüsebauern
Substantiv,n,Gemüsebeet,Gemüsebeete
Substantiv,f,Gemüsebrühe,Gemüsebrühen
Substantiv,f,Gemüseerzeugung,Gemüseerzeugungen
Substantiv,m,Gemüsegarten,Gemüsegärten
Substantiv,n,Gemüsegericht,Gemüsegerichte
Substantiv,n,Gemüsegeschäft,Gemüsegeschäfte
Substantiv,m,Gemüsehobel,Gemüsehobel
Substantiv,m,Gemüsehändler,Gemüsehändler
Substantiv,f,Gemüsehändlerin,Gemüsehändlerinnen
Substantiv,m,Gemüseladen,Gemüseläden
Substantiv,f,Gemüselasagne,Gemüselasagnen
Substantiv,f,Gemüsepflanze,Gemüsepflanzen
Substantiv,f,Gemüseplantage,Gemüseplantagen
Substantiv,f,Gemüseproduktion,Gemüseproduktionen
Substantiv,m,Gemüsesaft,Gemüsesäfte
Substantiv,f,Gemüseschale,Gemüseschalen
Substantiv,f,Gemüseschüssel,Gemüseschüsseln
Substantiv,f,Gemüsesorte,Gemüsesorten
Substantiv,f,Gemüsesuppe,Gemüsesuppen
Substantiv,m,Gemüseverkauf,Gemüseverkäufe
Substantiv,m,Gemüseverkäufer,Gemüseverkäufer
Substantiv,f,Gemüseverkäuferin,Gemüseverkäuferinnen
Substantiv,n,Gemüt,Gemüter
Substantiv,f,Gemütslage,Gemütslagen
Substantiv,m,Gemütsmensch,Gemütsmenschen
Substantiv,f,Gemütsverfassung,Gemütsverfassungen
Substantiv,m,Gemütszustand,Gemütszustände
Substantiv,n,Gen,Gene
Substantiv,f,Genanalyse,Genanalysen
Substantiv,f,Genauigkeit,Genauigkeiten
Substantiv,m,Gendarm,Gendarmen
Substantiv,f,Gendarmerie,Gendarmerien
Substantiv,f,Gendarmin,Gendarminnen
Substantiv,m,Gendefekt,Gendefekte
Substantiv,n,Gender,Gender
Substantiv,m,Gender Pay Gap,Gender Pay Gaps
Substantiv,m,Genderismus,Genderismen
Substantiv,n,Gendersternchen,Gendersternchen
Substantiv,m,Genealoge,Genealogen
Substantiv,f,Genealogie,Genealogien
Substantiv,f,Genealogin,Genealoginnen
Substantiv,f,Genehmigung,Genehmigungen
Substantiv,m,Genehmigungsantrag,Genehmigungsanträge
Substantiv,n,Genehmigungsverfahren,Genehmigungsverfahren
Substantiv,n,Generalat,Generalate
Substantiv,f,Generalaussprache,Generalaussprachen
Substantiv,m,Generalbass,Generalbässe
Substantiv,f,Generalbeichte,Generalbeichten
Substantiv,m,Generaldirektor,Generaldirektoren
Substantiv,f,Generaldirektorin,Generaldirektorinnen
Substantiv,m,Generalfeldmarschall,Generalfeldmarschälle
Substantiv,n,Generalgouvernement,Generalgouvernements
Substantiv,m,Generalgouverneur,Generalgouverneure
Substantiv,m,Generalimporteur,Generalimporteure
Substantiv,f,Generalin,Generalinnen
Substantiv,m,Generalinspekteur,Generalinspekteure
Substantiv,f,Generalinspekteurin,Generalinspekteurinnen
Substantiv,m,Generalintendant,Generalintendanten
Substantiv,f,Generalintendantin,Generalintendantinnen
Substantiv,f,Generalintendanz,Generalintendanzen
Substantiv,m,Generalist,Generalisten
Substantiv,f,Generalität,Generalitäten
Substantiv,f,Generalklausel,Generalklauseln
Substantiv,f,Generalkritik,Generalkritiken
Substantiv,m,Generalmajor,Generalmajore
Substantiv,f,Generalmobilmachung,Generalmobilmachungen
Substantiv,m,Generaloberstabsarzt,Generaloberstabsärzte
Substantiv,f,Generalpause,Generalpausen
Substantiv,f,Generalprobe,Generalproben
Substantiv,m,Generalschlüssel,Generalschlüssel
Substantiv,m,Generalsdienstgrad,Generalsdienstgrade
Substantiv,m,Generalsekretär,Generalsekretäre
Substantiv,f,Generalsekretärin,Generalsekretärinnen
Substantiv,m,Generalstaatsanwalt,Generalstaatsanwälte
Substantiv,f,Generalstaatsanwaltschaft,Generalstaatsanwaltschaften
Substantiv,m,Generalstab,Generalstäbe
Substantiv,m,Generalstabschef,Generalstabschefs
Substantiv,m,Generalsteuereinnehmer,Generalsteuereinnehmer
Substantiv,f,Generalversammlung,Generalversammlungen
Substantiv,m,Generalvikar,Generalvikare
Substantiv,f,Generalvikarin,Generalvikarinnen
Substantiv,f,Generalvollmacht,Generalvollmachten
Substantiv,n,Generat,Generate
Substantiv,f,Generation,Generationen
Substantiv,m,Generationenvertrag,Generationenverträge
Substantiv,m,Generator,Generatoren
Substantiv,f,Generierung,Generierungen
Substantiv,n,Generikum,Generika
Substantiv,f,Generosität,Generositäten
Substantiv,f,Generälin,Generälinnen
Substantiv,f,Genese,Genesen
Substantiv,f,Genesis,Genesen
Substantiv,f,Genesung,Genesungen
Substantiv,m,Genesungswunsch,Genesungswünsche
Substantiv,f,Genesungszeit,Genesungszeiten
Substantiv,m,Genetiker,Genetiker
Substantiv,f,Genetikerin,Genetikerinnen
Substantiv,m,Genetiv,Genetive
Substantiv,f,Genexpression,Genexpressionen
Substantiv,m,Genfer,Genfer
Substantiv,f,Genferin,Genferinnen
Substantiv,f,Genfähre,Genfähren
Substantiv,f,Genialität,Genialitäten
Substantiv,n,Genick,Genicke
Substantiv,m,Genickfang,Genickfänge
Substantiv,m,Genickfänger,Genickfänger
Substantiv,m,Genickschuss,Genickschüsse
Substantiv,n,Genie,Genies
Substantiv,m,Genieoffizier,Genieoffiziere
Substantiv,m,Genierer,Genierer
Substantiv,m,Geniestreich,Geniestreiche
Substantiv,f,Genietruppe,Genietruppen
Substantiv,m,Genießer,Genießer
Substantiv,f,Genießerin,Genießerinnen
Substantiv,f,Genisa,Genisas
Substantiv,n,Genital,Genitalien
Substantiv,n,Genitale,Genitalien
Substantiv,f,Genitalverstümmelung,Genitalverstümmelungen
Substantiv,m,Genitiv,Genitive
Substantiv,n,Genitivattribut,Genitivattribute
Substantiv,n,Genitivobjekt,Genitivobjekte
Substantiv,m,Genius,Genien
Substantiv,f,Genkartoffel,Genkartoffeln
Substantiv,m,Gennaker,Gennaker
Substantiv,n,Genom,Genome
Substantiv,f,Genomeditierung,Genomeditierungen
Substantiv,m,Genomiker,Genomiker
Substantiv,f,Genomsequenzierung,Genomsequenzierungen
Substantiv,m,Genosse,Genossen
Substantiv,f,Genossenschaft,Genossenschaften
Substantiv,f,Genossenschaftsbank,Genossenschaftsbanken
Substantiv,n,Genossenschaftsmitglied,Genossenschaftsmitglieder
Substantiv,m,Genossenschaftsschläfer,Genossenschaftsschläfer
Substantiv,f,Genossin,Genossinnen
Substantiv,m,Genotyp,Genotypen
Substantiv,n,Genre,Genres
Substantiv,n,Genrebild,Genrebilder
Substantiv,m,Genrefilm,Genrefilme
Substantiv,n,Genregemälde,Genregemälde
Substantiv,f,Genremalerei,Genremalereien
Substantiv,f,Gens,Gentes
Substantiv,f,Genschere,Genscheren
Substantiv,f,Gensignatur,Gensignaturen
Substantiv,f,Gentechnik,Gentechniken
Substantiv,f,Gentechnologie,Gentechnologien
Substantiv,n,Gentherapeutikum,Gentherapeutika
Substantiv,f,Gentherapie,Gentherapien
Substantiv,m,Gentilname,Gentilnamen
Substantiv,m,Gentleman,Gentlemen
Substantiv,f,Gentrifizierung,Gentrifizierungen
Substantiv,f,Genua,Genuas
Substantiv,m,Genuese,Genuesen
Substantiv,f,Genuesin,Genuesinnen
Substantiv,f,Genugtuung,Genugtuungen
Substantiv,n,Genus,Genera
Substantiv,m,Genuss,Genüsse
Substantiv,m,Genussmensch,Genussmenschen
Substantiv,n,Genussmittel,Genussmittel
Substantiv,m,Genussspecht,Genussspechte
Substantiv,f,Genügsamkeit,Genügsamkeiten
Substantiv,m,Geochemiker,Geochemiker
Substantiv,f,Geode,Geoden
Substantiv,n,Geodreieck,Geodreiecke
Substantiv,m,Geodät,Geodäten
Substantiv,m,Geoforscher,Geoforscher
Substantiv,f,Geoglyphe,Geoglyphen
Substantiv,m,Geograf,Geografen
Substantiv,f,Geografie,Geografien
Substantiv,m,Geografielehrer,Geografielehrer
Substantiv,f,Geografielehrerin,Geografielehrerinnen
Substantiv,m,Geograph,Geographen
Substantiv,f,Geographie,Geographien
Substantiv,m,Geographielehrer,Geographielehrer
Substantiv,f,Geographielehrerin,Geographielehrerinnen
Substantiv,n,Geographiestudium,Geographiestudien
Substantiv,m,Geologe,Geologen
Substantiv,m,Geologiestudent,Geologiestudenten
Substantiv,f,Geologin,Geologinnen
Substantiv,m,Geomant,Geomanten
Substantiv,m,Geometer,Geometer
Substantiv,f,Geometrie,Geometrien
Substantiv,n,Geonym,Geonyme
Substantiv,m,Geophysiker,Geophysiker
Substantiv,f,Geophysikerin,Geophysikerinnen
Substantiv,m,Georgette,Georgettes
Substantiv,m,Georgier,Georgier
Substantiv,f,Georgierin,Georgierinnen
Substantiv,m,Georgiritt,Georgiritte
Substantiv,f,Georgskirche,Georgskirchen
Substantiv,n,Geothermalkraftwerk,Geothermalkraftwerke
Substantiv,n,Geothermiekraftwerk,Geothermiekraftwerke
Substantiv,f,Geowissenschaft,Geowissenschaften
Substantiv,f,Gepflogenheit,Gepflogenheiten
Substantiv,n,Geplänkel,Geplänkel
Substantiv,n,Gepräge,Gepräge
Substantiv,f,Gepäckablage,Gepäckablagen
Substantiv,m,Gepäckanhänger,Gepäckanhänger
Substantiv,n,Gepäckband,Gepäckbänder
Substantiv,n,Gepäckbündel,Gepäckbündel
Substantiv,n,Gepäckfach,Gepäckfächer
Substantiv,f,Gepäckförderanlage,Gepäckförderanlagen
Substantiv,n,Gepäckförderband,Gepäckförderbänder
Substantiv,f,Gepäckkarre,Gepäckkarren
Substantiv,f,Gepäckklappe,Gepäckklappen
Substantiv,f,Gepäckkontrolle,Gepäckkontrollen
Substantiv,n,Gepäcknetz,Gepäcknetze
Substantiv,m,Gepäckraum,Gepäckräume
Substantiv,m,Gepäckschein,Gepäckscheine
Substantiv,n,Gepäckstück,Gepäckstücke
Substantiv,m,Gepäcktransport,Gepäcktransporte
Substantiv,m,Gepäckträger,Gepäckträger
Substantiv,m,Ger,Gere
Substantiv,f,Geradeausfahrt,Geradeausfahrten
Substantiv,f,Geradlinigkeit,Geradlinigkeiten
Substantiv,f,Geranie,Geranien
Substantiv,m,Gerber,Gerber
Substantiv,f,Gerberei,Gerbereien
Substantiv,f,Gerberin,Gerberinnen
Substantiv,f,Gerechtigkeit,Gerechtigkeiten
Substantiv,m,Gerfalke,Gerfalken
Substantiv,f,Geriaterin,Geriaterinnen
Substantiv,f,Geriatrie,Geriatrien
Substantiv,n,Gericht,Gerichte
Substantiv,n,Gericht,Gerichte
Substantiv,f,Gerichtsbarkeit,Gerichtsbarkeiten
Substantiv,m,Gerichtsbeschluss,Gerichtsbeschlüsse
Substantiv,m,Gerichtsdiener,Gerichtsdiener
Substantiv,m,Gerichtsentscheid,Gerichtsentscheide
Substantiv,f,Gerichtsentscheidung,Gerichtsentscheidungen
Substantiv,m,Gerichtsflur,Gerichtsflure
Substantiv,n,Gerichtsgebäude,Gerichtsgebäude
Substantiv,m,Gerichtsgutachter,Gerichtsgutachter
Substantiv,f,Gerichtsgutachterin,Gerichtsgutachterinnen
Substantiv,m,Gerichtshof,Gerichtshöfe
Substantiv,f,Gerichtsklage,Gerichtsklagen
Substantiv,m,Gerichtskommissär,Gerichtskommissäre
Substantiv,f,Gerichtskommissärin,Gerichtskommissärinnen
Substantiv,m,Gerichtsprozess,Gerichtsprozesse
Substantiv,m,Gerichtsreporter,Gerichtsreporter
Substantiv,f,Gerichtsreporterin,Gerichtsreporterinnen
Substantiv,m,Gerichtssaal,Gerichtssäle
Substantiv,n,Gerichtssiegel,Gerichtssiegel
Substantiv,m,Gerichtssprecher,Gerichtssprecher
Substantiv,f,Gerichtssprecherin,Gerichtssprecherinnen
Substantiv,m,Gerichtsstand,Gerichtsstände
Substantiv,m,Gerichtstermin,Gerichtstermine
Substantiv,n,Gerichtsurteil,Gerichtsurteile
Substantiv,n,Gerichtsverfahren,Gerichtsverfahren
Substantiv,f,Gerichtsverhandlung,Gerichtsverhandlungen
Substantiv,m,Gerichtsvollzieher,Gerichtsvollzieher
Substantiv,f,Gerichtsvollzieherin,Gerichtsvollzieherinnen
Substantiv,f,Gerichtszeichnung,Gerichtszeichnungen
Substantiv,m,Gericlown,Gericlowns
Substantiv,f,Geringschätzung,Geringschätzungen
Substantiv,m,Geringverdiener,Geringverdiener
Substantiv,f,Geringverdienerin,Geringverdienerinnen
Substantiv,n,Gerinne,Gerinne
Substantiv,n,Gerinnsel,Gerinnsel
Substantiv,n,Gerippe,Gerippe
Substantiv,n,German,Germane
Substantiv,m,Germane,Germanen
Substantiv,m,Germaneneinfall,Germaneneinfälle
Substantiv,m,Germanenkönig,Germanenkönige
Substantiv,f,Germanin,Germaninnen
Substantiv,f,Germanisierung,Germanisierungen
Substantiv,m,Germanismus,Germanismen
Substantiv,m,Germanist,Germanisten
Substantiv,m,Germanistikstudent,Germanistikstudenten
Substantiv,f,Germanistikstudentin,Germanistikstudentinnen
Substantiv,n,Germanistikstudium,Germanistikstudien
Substantiv,f,Germanistin,Germanistinnen
Substantiv,n,Germaniumatom,Germaniumatome
Substantiv,m,Germer,Germer
Substantiv,m,Germknödel,Germknödel
Substantiv,m,Germteig,Germteige
Substantiv,m,Gernegroß,Gernegroße
Substantiv,m,Geront,Geronten
Substantiv,f,Gerontokratie,Gerontokratien
Substantiv,m,Gerontologe,Gerontologen
Substantiv,f,Gerontologin,Gerontologinnen
Substantiv,f,Gerste,Gersten
Substantiv,n,Gerstenfeld,Gerstenfelder
Substantiv,f,Gerstenkaltschale,Gerstenkaltschalen
Substantiv,n,Gerstenkorn,Gerstenkörner
Substantiv,m,Gerstensaft,Gerstensäfte
Substantiv,f,Gerte,Gerten
Substantiv,m,Geruch,Gerüche
Substantiv,f,Geruchneutralisierung,Geruchneutralisierungen
Substantiv,n,Geruchsadjektiv,Geruchsadjektive
Substantiv,f,Geruchsanalyse,Geruchsanalysen
Substantiv,m,Geruchsanteil,Geruchsanteile
Substantiv,f,Geruchsanziehung,Geruchsanziehungen
Substantiv,f,Geruchsart,Geruchsarten
Substantiv,n,Geruchsattribut,Geruchsattribute
Substantiv,f,Geruchsausbreitung,Geruchsausbreitungen
Substantiv,f,Geruchsausbreitungsrechnung,Geruchsausbreitungsrechnungen
Substantiv,f,Geruchsbeeinträchtigung,Geruchsbeeinträchtigungen
Substantiv,f,Geruchsbegehung,Geruchsbegehungen
Substantiv,m,Geruchsbegriff,Geruchsbegriffe
Substantiv,f,Geruchsbelastung,Geruchsbelastungen
Substantiv,f,Geruchsbelästigung,Geruchsbelästigungen
Substantiv,f,Geruchsbenennung,Geruchsbenennungen
Substantiv,m,Geruchsbereich,Geruchsbereiche
Substantiv,f,Geruchsbeschreibung,Geruchsbeschreibungen
Substantiv,f,Geruchsbestimmung,Geruchsbestimmungen
Substantiv,f,Geruchsbeurteilung,Geruchsbeurteilungen
Substantiv,f,Geruchsbewertung,Geruchsbewertungen
Substantiv,f,Geruchsbezeichnung,Geruchsbezeichnungen
Substantiv,n,Geruchsbild,Geruchsbilder
Substantiv,m,Geruchsbildner,Geruchsbildner
Substantiv,f,Geruchsbildung,Geruchsbildungen
Substantiv,f,Geruchsbindung,Geruchsbindungen
Substantiv,f,Geruchscharakteristik,Geruchscharakteristiken
Substantiv,f,Geruchsdichtung,Geruchsdichtungen
Substantiv,f,Geruchsdifferenzierung,Geruchsdifferenzierungen
Substantiv,m,Geruchseffekt,Geruchseffekte
Substantiv,f,Geruchseigenschaft,Geruchseigenschaften
Substantiv,m,Geruchseindruck,Geruchseindrücke
Substantiv,f,Geruchseinheit,Geruchseinheiten
Substantiv,f,Geruchseinwirkung,Geruchseinwirkungen
Substantiv,f,Geruchseliminierung,Geruchseliminierungen
Substantiv,f,Geruchsemission,Geruchsemissionen
Substantiv,f,Geruchsempfindlichkeit,Geruchsempfindlichkeiten
Substantiv,f,Geruchsempfindung,Geruchsempfindungen
Substantiv,f,Geruchsentfaltung,Geruchsentfaltungen
Substantiv,f,Geruchsentstehung,Geruchsentstehungen
Substantiv,f,Geruchsentwicklung,Geruchsentwicklungen
Substantiv,n,Geruchsereignis,Geruchsereignisse
Substantiv,f,Geruchserfahrung,Geruchserfahrungen
Substantiv,f,Geruchserfassung,Geruchserfassungen
Substantiv,n,Geruchsergebnis,Geruchsergebnisse
Substantiv,f,Geruchserinnerung,Geruchserinnerungen
Substantiv,n,Geruchserlebnis,Geruchserlebnisse
Substantiv,f,Geruchserscheinung,Geruchserscheinungen
Substantiv,f,Geruchserwartung,Geruchserwartungen
Substantiv,f,Geruchsexposition,Geruchsexpositionen
Substantiv,f,Geruchsfahne,Geruchsfahnen
Substantiv,f,Geruchsforschung,Geruchsforschungen
Substantiv,f,Geruchsfreisetzung,Geruchsfreisetzungen
Substantiv,n,Geruchsgas,Geruchsgase
Substantiv,n,Geruchsgemisch,Geruchsgemische
Substantiv,n,Geruchsgutachten,Geruchsgutachten
Substantiv,f,Geruchshäufigkeit,Geruchshäufigkeiten
Substantiv,f,Geruchsidentifikation,Geruchsidentifikationen
Substantiv,f,Geruchsidentifizierung,Geruchsidentifizierungen
Substantiv,f,Geruchsimmission,Geruchsimmissionen
Substantiv,f,Geruchsinformation,Geruchsinformationen
Substantiv,f,Geruchsintensität,Geruchsintensitäten
Substantiv,f,Geruchskenntnis,Geruchskenntnisse
Substantiv,f,Geruchsklasse,Geruchsklassen
Substantiv,f,Geruchskombination,Geruchskombinationen
Substantiv,f,Geruchskomponente,Geruchskomponenten
Substantiv,f,Geruchskomposition,Geruchskompositionen
Substantiv,f,Geruchskontrolle,Geruchskontrollen
Substantiv,f,Geruchskonzentration,Geruchskonzentrationen
Substantiv,n,Geruchskonzept,Geruchskonzepte
Substantiv,f,Geruchsmanipulation,Geruchsmanipulationen
Substantiv,f,Geruchsmarkierung,Geruchsmarkierungen
Substantiv,f,Geruchsmaskierung,Geruchsmaskierungen
Substantiv,f,Geruchsmessung,Geruchsmessungen
Substantiv,n,Geruchsmessverfahren,Geruchsmessverfahren
Substantiv,f,Geruchsminderung,Geruchsminderungen
Substantiv,m,Geruchsminderungsgrad,Geruchsminderungsgrade
Substantiv,f,Geruchsmischung,Geruchsmischungen
Substantiv,n,Geruchsmittel,Geruchsmittel
Substantiv,n,Geruchsmolekül,Geruchsmoleküle
Substantiv,n,Geruchsmuster,Geruchsmuster
Substantiv,m,Geruchsnerv,Geruchsnerven
Substantiv,f,Geruchsneutralisation,Geruchsneutralisationen
Substantiv,m,Geruchsneutralisator,Geruchsneutralisatoren
Substantiv,f,Geruchsneutralisierung,Geruchsneutralisierungen
Substantiv,f,Geruchsnote,Geruchsnoten
Substantiv,n,Geruchsorgan,Geruchsorgane
Substantiv,f,Geruchsorientierung,Geruchsorientierungen
Substantiv,f,Geruchsprobe,Geruchsproben
Substantiv,n,Geruchsproblem,Geruchsprobleme
Substantiv,m,Geruchsprüfer,Geruchsprüfer
Substantiv,f,Geruchsprüferin,Geruchsprüferinnen
Substantiv,f,Geruchsprüfung,Geruchsprüfungen
Substantiv,f,Geruchsqualität,Geruchsqualitäten
Substantiv,f,Geruchsquelle,Geruchsquellen
Substantiv,f,Geruchsreduzierung,Geruchsreduzierungen
Substantiv,m,Geruchsreiz,Geruchsreize
Substantiv,f,Geruchsrepräsentation,Geruchsrepräsentationen
Substantiv,m,Geruchsrest,Geruchsreste
Substantiv,m,Geruchsrezeptor,Geruchsrezeptoren
Substantiv,f,Geruchsschwade,Geruchsschwaden
Substantiv,f,Geruchsschwelle,Geruchsschwellen
Substantiv,m,Geruchsschwellenwert,Geruchsschwellenwerte
Substantiv,f,Geruchsschärfe,Geruchsschärfen
Substantiv,f,Geruchssensation,Geruchssensationen
Substantiv,m,Geruchssinn,Geruchssinne
Substantiv,m,Geruchsstoff,Geruchsstoffe
Substantiv,f,Geruchsstoffkonzentration,Geruchsstoffkonzentrationen
Substantiv,f,Geruchsstoffprobe,Geruchsstoffproben
Substantiv,m,Geruchsstoffstrom,Geruchsstoffströme
Substantiv,f,Geruchsstudie,Geruchsstudien
Substantiv,f,Geruchsstunde,Geruchsstunden
Substantiv,f,Geruchssubstanz,Geruchssubstanzen
Substantiv,n,Geruchsteilchen,Geruchsteilchen
Substantiv,m,Geruchstest,Geruchstests
Substantiv,m,Geruchstester,Geruchstester
Substantiv,f,Geruchstesterin,Geruchstesterinnen
Substantiv,f,Geruchstheorie,Geruchstheorien
Substantiv,f,Geruchstilgung,Geruchstilgungen
Substantiv,m,Geruchstoff,Geruchstoffe
Substantiv,m,Geruchstyp,Geruchstypen
Substantiv,f,Geruchsubstanz,Geruchsubstanzen
Substantiv,f,Geruchsunterscheidung,Geruchsunterscheidungen
Substantiv,m,Geruchsunterschied,Geruchsunterschiede
Substantiv,f,Geruchsverarbeitung,Geruchsverarbeitungen
Substantiv,n,Geruchsverb,Geruchsverben
Substantiv,f,Geruchsverbindung,Geruchsverbindungen
Substantiv,f,Geruchsverbreitung,Geruchsverbreitungen
Substantiv,f,Geruchsverdünnung,Geruchsverdünnungen
Substantiv,m,Geruchsverlust,Geruchsverluste
Substantiv,f,Geruchsverminderung,Geruchsverminderungen
Substantiv,f,Geruchsvermischung,Geruchsvermischungen
Substantiv,m,Geruchsversuch,Geruchsversuche
Substantiv,m,Geruchsverursacher,Geruchsverursacher
Substantiv,n,Geruchsvokabular,Geruchsvokabulare
Substantiv,f,Geruchswahrnehmung,Geruchswahrnehmungen
Substantiv,f,Geruchswirkung,Geruchswirkungen
Substantiv,f,Geruchswolke,Geruchswolken
Substantiv,n,Geruchswort,Geruchswörter
Substantiv,m,Geruchswortschatz,Geruchswortschätze
Substantiv,f,Geruchszahl,Geruchszahlen
Substantiv,n,Geruchszeichen,Geruchszeichen
Substantiv,f,Geruchszone,Geruchszonen
Substantiv,f,Geruchszuordnung,Geruchszuordnungen
Substantiv,f,Geruchsähnlichkeit,Geruchsähnlichkeiten
Substantiv,f,Geruchsästhetik,Geruchsästhetiken
Substantiv,m,Geruchsübergang,Geruchsübergänge
Substantiv,f,Geruchsübertragung,Geruchsübertragungen
Substantiv,f,Geruchzahl,Geruchzahlen
Substantiv,n,Gerundiv,Gerundive
Substantiv,n,Gerundivum,Gerundiva
Substantiv,f,Gerusia,Gerusien
Substantiv,n,Gerät,Geräte
Substantiv,f,Gerätenummer,Gerätenummern
