pos,genus,nominativ singular,nominativ plural
Substantiv,m,Makler,Makler
Substantiv,f,Maklerin,Maklerinnen
Substantiv,m,Maklervertrag,Maklerverträge
Substantiv,m,Makohai,Makohaie
Substantiv,n,Makramee,Makramees
Substantiv,f,Makrele,Makrelen
Substantiv,n,Makro,Makros
Substantiv,n,Makromolekül,Makromoleküle
Substantiv,m,Makromolekülkomplex,Makromolekülkomplexe
Substantiv,n,Makron,Makra
Substantiv,f,Makrone,Makronen
Substantiv,m,Makronährstoff,Makronährstoffe
Substantiv,n,Makroobjektiv,Makroobjektive
Substantiv,f,Makropore,Makroporen
Substantiv,f,Makropsie,Makropsien
Substantiv,m,Makrosmat,Makrosmaten
Substantiv,f,Makrosprache,Makrosprachen
Substantiv,n,Makrosystem,Makrosysteme
Substantiv,f,Makuladegeneration,Makuladegenerationen
Substantiv,f,Makulatur,Makulaturen
Substantiv,n,Mal,Male
Substantiv,f,Mala,Malas
Substantiv,m,Malachit,Malachite
Substantiv,m,Malaga,Malagas
Substantiv,m,Malaie,Malaien
Substantiv,m,Malaienbär,Malaienbären
Substantiv,f,Malaiin,Malaiinnen
Substantiv,m,Malakologe,Malakologen
Substantiv,f,Malakologin,Malakologinnen
Substantiv,m,Malariaerreger,Malariaerreger
Substantiv,f,Malariamücke,Malariamücken
Substantiv,m,Malawier,Malawier
Substantiv,f,Malawierin,Malawierinnen
Substantiv,m,Malaysier,Malaysier
Substantiv,f,Malaysierin,Malaysierinnen
Substantiv,m,Malbec,Malbecs
Substantiv,n,Malbuch,Malbücher
Substantiv,m,Malediver,Malediver
Substantiv,f,Malediverin,Malediverinnen
Substantiv,n,Malefiz,Malefize
Substantiv,m,Maler,Maler
Substantiv,f,Malerei,Malereien
Substantiv,m,Malereibetrieb,Malereibetriebe
Substantiv,m,Malerfürst,Malerfürsten
Substantiv,f,Malerin,Malerinnen
Substantiv,f,Malesche,Maleschen
Substantiv,f,Malfarbe,Malfarben
Substantiv,n,Malfeld,Malfelder
Substantiv,m,Malier,Malier
Substantiv,f,Malierin,Malierinnen
Substantiv,f,Malkreide,Malkreiden
Substantiv,m,Malkurs,Malkurse
Substantiv,f,Mall,Malls
Substantiv,m,Mallorcaurlaub,Mallorcaurlaube
Substantiv,m,Mallorquiner,Mallorquiner
Substantiv,f,Mallorquinerin,Mallorquinerinnen
Substantiv,f,Mallung,Mallungen
Substantiv,m,Malocher,Malocher
Substantiv,f,Malocherin,Malocherinnen
Substantiv,m,Malstift,Malstifte
Substantiv,m,Maltese,Maltesen
Substantiv,m,Malteser,Malteser
Substantiv,f,Malteserin,Malteserinnen
Substantiv,n,Malteserkreuz,Malteserkreuze
Substantiv,f,Maltesin,Maltesinnen
Substantiv,n,Malum,Mala
Substantiv,n,Malutensil,Malutensilien
Substantiv,f,Malve,Malven
Substantiv,f,Malversation,Malversationen
Substantiv,f,Malwand,Malwände
Substantiv,n,Malweib,Malweiber
Substantiv,n,Malzbier,Malzbiere
Substantiv,n,Malzeichen,Malzeichen
Substantiv,m,Malzgeruch,Malzgerüche
Substantiv,m,Malzkaffee,Malzkaffees
Substantiv,m,Malzzucker,Malzzucker
Substantiv,f,Mama,Mamas
Substantiv,m,Mameluck,Mamelucken
Substantiv,m,Mamertiner,Mamertiner
Substantiv,f,Mami,Mamis
Substantiv,f,Mamma,Mammae
Substantiv,f,Mammografie,Mammografien
Substantiv,f,Mammutaufgabe,Mammutaufgaben
Substantiv,m,Mammutbaum,Mammutbäume
Substantiv,n,Mammutelfenbein,Mammutelfenbeine
Substantiv,n,Mammutfell,Mammutfelle
Substantiv,m,Mammutknochen,Mammutknochen
Substantiv,n,Mammutprogramm,Mammutprogramme
Substantiv,f,Mammutsitzung,Mammutsitzungen
Substantiv,n,Mammutskelett,Mammutskelette
Substantiv,m,Mammutstoßzahn,Mammutstoßzähne
Substantiv,n,Management,Managements
Substantiv,n,Managementsystem,Managementsysteme
Substantiv,m,Manager,Manager
Substantiv,f,Managerin,Managerinnen
Substantiv,f,Manchesterhose,Manchesterhosen
Substantiv,n,Mandala,Mandalas
Substantiv,m,Mandant,Mandanten
Substantiv,f,Mandantin,Mandantinnen
Substantiv,f,Mandantschaft,Mandantschaften
Substantiv,m,Mandarin,Mandarine
Substantiv,f,Mandarine,Mandarinen
Substantiv,m,Mandarinenbaum,Mandarinenbäume
Substantiv,m,Mandarinenkern,Mandarinenkerne
Substantiv,m,Mandarinensaft,Mandarinensäfte
Substantiv,f,Mandarinenschale,Mandarinenschalen
Substantiv,f,Mandarinenscheibe,Mandarinenscheiben
Substantiv,f,Mandarinente,Mandarinenten
Substantiv,n,Mandat,Mandate
Substantiv,n,Mandatsgebiet,Mandatsgebiete
Substantiv,m,Mandatsträger,Mandatsträger
Substantiv,f,Mandatsträgerin,Mandatsträgerinnen
Substantiv,n,Mandatszuwachsparadoxon,Mandatszuwachsparadoxa
Substantiv,f,Mandel,Mandeln
Substantiv,m,Mandelbaum,Mandelbäume
Substantiv,n,Mandelbrot,Mandelbrote
Substantiv,f,Mandelbrotmenge,Mandelbrotmengen
Substantiv,f,Mandelcrème,Mandelcrèmes
Substantiv,f,Mandelentzündung,Mandelentzündungen
Substantiv,m,Mandelgeruch,Mandelgerüche
Substantiv,m,Mandelkern,Mandelkerne
Substantiv,m,Mandelpilz,Mandelpilze
Substantiv,f,Mandelschale,Mandelschalen
Substantiv,n,Mandelstückchen,Mandelstückchen
Substantiv,f,Mandibel,Mandibeln
Substantiv,f,Mandibula,Mandibulae
Substantiv,f,Mandoline,Mandolinen
Substantiv,f,Mandorla,Mandorlen
Substantiv,m,Mandrill,Mandrille
Substantiv,f,Manege,Manegen
Substantiv,f,Manganknolle,Manganknollen
Substantiv,f,Mange,Mangen
Substantiv,m,Mangel,Mängel
Substantiv,f,Mangel,Mangeln
Substantiv,m,Mangelberuf,Mangelberufe
Substantiv,f,Mangelbeseitigung,Mangelbeseitigungen
Substantiv,f,Mangelhaftigkeit,Mangelhaftigkeiten
Substantiv,f,Mangelkrankheit,Mangelkrankheiten
Substantiv,f,Mangelschmierung,Mangelschmierungen
Substantiv,f,Mangelware,Mangelwaren
Substantiv,m,Mangold,Mangolde
Substantiv,f,Mangostane,Mangostanen
Substantiv,f,Mangrove,Mangroven
Substantiv,m,Mangrovenwald,Mangrovenwälder
Substantiv,f,Manie,Manien
Substantiv,f,Manier,Manieren
Substantiv,f,Manieriertheit,Manieriertheiten
Substantiv,n,Manifest,Manifeste
Substantiv,f,Manifestation,Manifestationen
Substantiv,m,Maniker,Maniker
Substantiv,f,Maniküre,Maniküren
Substantiv,m,Maniok,Manioks
Substantiv,m,Manipel,Manipel
Substantiv,f,Manipel,Manipeln
Substantiv,f,Manipulation,Manipulationen
Substantiv,f,Manipulationsgebühr,Manipulationsgebühren
Substantiv,m,Manipulationsversuch,Manipulationsversuche
Substantiv,n,Mankei,Mankeien
Substantiv,n,Manko,Mankos
Substantiv,m,Manndecker,Manndecker
Substantiv,f,Manndeckerin,Manndeckerinnen
Substantiv,f,Manndeckung,Manndeckungen
Substantiv,f,Manneskraft,Manneskräfte
Substantiv,m,Mannesstamm,Mannesstämme
Substantiv,m,Mannheimer,Mannheimer
Substantiv,f,Mannheimerin,Mannheimerinnen
Substantiv,f,Mannigfaltigkeit,Mannigfaltigkeiten
Substantiv,n,Mannjahr,Mannjahre
Substantiv,n,Mannloch,Mannlöcher
Substantiv,m,Mannmonat,Mannmonate
Substantiv,f,Mannose,Mannosen
Substantiv,n,Mannsbild,Mannsbilder
Substantiv,f,Mannschaft,Mannschaften
Substantiv,m,Mannschaftsarzt,Mannschaftsärzte
Substantiv,m,Mannschaftsbus,Mannschaftsbusse
Substantiv,m,Mannschaftsdienstgrad,Mannschaftsdienstgrade
Substantiv,n,Mannschaftshotel,Mannschaftshotels
Substantiv,m,Mannschaftskapitän,Mannschaftskapitäne
Substantiv,m,Mannschaftskollege,Mannschaftskollegen
Substantiv,f,Mannschaftskollegin,Mannschaftskolleginnen
Substantiv,m,Mannschaftsraum,Mannschaftsräume
Substantiv,n,Mannschaftsspiel,Mannschaftsspiele
Substantiv,f,Mannschaftssportart,Mannschaftssportarten
Substantiv,n,Mannschaftstraining,Mannschaftstrainings
Substantiv,f,Mannschaftsverfolgung,Mannschaftsverfolgungen
Substantiv,m,Mannschaftswettbewerb,Mannschaftswettbewerbe
Substantiv,n,Mannschaftszeitfahren,Mannschaftszeitfahren
Substantiv,f,Mannschaftsärztin,Mannschaftsärztinnen
Substantiv,f,Mannsperson,Mannspersonen
Substantiv,m,Mannstreu,Mannstreue
Substantiv,n,Mannsweib,Mannsweiber
Substantiv,n,Mannweib,Mannweiber
Substantiv,n,Manokel,Manokel
Substantiv,n,Manometer,Manometer
Substantiv,n,Manor,Manors
Substantiv,n,Mansarddach,Mansarddächer
Substantiv,f,Mansarde,Mansarden
Substantiv,f,Mansardenwohnung,Mansardenwohnungen
Substantiv,n,Mansardenzimmer,Mansardenzimmer
Substantiv,f,Manschette,Manschetten
Substantiv,m,Manschettenknopf,Manschettenknöpfe
Substantiv,m,Manse,Mansen
Substantiv,f,Mansin,Mansinnen
Substantiv,f,Mansube,Mansuben
Substantiv,m,Manta,Mantas
Substantiv,m,Mantawitz,Mantawitze
Substantiv,m,Mantel,Mäntel
Substantiv,f,Mantelhöhle,Mantelhöhlen
Substantiv,m,Mantelknopf,Mantelknöpfe
Substantiv,m,Mantelkragen,Mantelkragen
Substantiv,f,Mantelmöwe,Mantelmöwen
Substantiv,m,Mantelsack,Mantelsäcke
Substantiv,m,Mantelsonntag,Mantelsonntage
Substantiv,f,Manteltasche,Manteltaschen
Substantiv,n,Manteltier,Manteltiere
Substantiv,f,Mantilla,Mantillen
Substantiv,f,Mantisse,Mantissen
Substantiv,n,Manual,Manuale
Substantiv,f,Manufaktur,Manufakturen
Substantiv,n,Manuskript,Manuskripte
Substantiv,f,Manx,Manx
Substantiv,m,Manx,Manx
Substantiv,n,Manöver,Manöver
Substantiv,f,Manöverkritik,Manöverkritiken
Substantiv,m,Maoist,Maoisten
Substantiv,f,Maoistin,Maoistinnen
Substantiv,f,Mappe,Mappen
Substantiv,m,Maquis,Maquis
Substantiv,f,Mara,Maras
Substantiv,m,Marabu,Marabus
Substantiv,f,Maracuja,Maracujas
Substantiv,m,Marane,Maranen
Substantiv,m,Maraschino,Maraschinos
Substantiv,m,Marasmus,Marasmen
Substantiv,m,Marathe,Marathen
Substantiv,m,Marathon,Marathons
Substantiv,m,Marathonlauf,Marathonläufe
Substantiv,m,Marathonläufer,Marathonläufer
Substantiv,f,Marathonläuferin,Marathonläuferinnen
Substantiv,f,Marathonrede,Marathonreden
Substantiv,f,Marathonsitzung,Marathonsitzungen
Substantiv,m,Marchese,Marchesen
Substantiv,m,Marchzins,Marchzinsen
Substantiv,m,Marder,Marder
Substantiv,n,Marderfell,Marderfelle
Substantiv,m,Marderhund,Marderhunde
Substantiv,m,Marderpelz,Marderpelze
Substantiv,n,Marend,Marendi
Substantiv,f,Marende,Marenden
Substantiv,f,Margarethenkirche,Margarethenkirchen
Substantiv,f,Margarine,Margarinen
Substantiv,m,Margarinebecher,Margarinebecher
Substantiv,f,Marge,Margen
Substantiv,f,Margerite,Margeriten
Substantiv,f,Marginalie,Marginalien
Substantiv,f,Marginalisierung,Marginalisierungen
Substantiv,f,Marginalität,Marginalitäten
Substantiv,n,Marienbild,Marienbilder
Substantiv,m,Marienbruder,Marienbrüder
Substantiv,f,Mariendichtung,Mariendichtungen
Substantiv,m,Mariendreißiger,Mariendreißiger
Substantiv,m,Marienfaden,Marienfäden
Substantiv,n,Marienfest,Marienfeste
Substantiv,n,Marienglas,Mariengläser
Substantiv,n,Mariengras,Mariengräser
Substantiv,n,Marienhaar,Marienhaare
Substantiv,f,Marienkapelle,Marienkapellen
Substantiv,f,Marienkirche,Marienkirchen
Substantiv,m,Marienkäfer,Marienkäfer
Substantiv,f,Marienlegende,Marienlegenden
Substantiv,f,Marienschwester,Marienschwestern
Substantiv,f,Marienseide,Marienseiden
Substantiv,f,Mariensäule,Mariensäulen
Substantiv,f,Marille,Marillen
Substantiv,m,Marillenbaum,Marillenbäume
Substantiv,m,Marillenknödel,Marillenknödel
Substantiv,f,Marillenkonfitüre,Marillenkonfitüren
Substantiv,m,Marillenlikör,Marillenliköre
Substantiv,f,Marillenmarmelade,Marillenmarmeladen
Substantiv,m,Marillenschnaps,Marillenschnäpse
Substantiv,f,Marina,Marinas
Substantiv,f,Marinade,Marinaden
Substantiv,f,Marine,Marinen
Substantiv,f,Marinebasis,Marinebasen
Substantiv,f,Marinelaufbahn,Marinelaufbahnen
Substantiv,m,Marineoffizier,Marineoffiziere
Substantiv,f,Marineoffizierin,Marineoffizierinnen
Substantiv,m,Marinesoldat,Marinesoldaten
Substantiv,f,Marinesoldatin,Marinesoldatinnen
Substantiv,m,Marinestützpunkt,Marinestützpunkte
Substantiv,f,Marineuniform,Marineuniformen
Substantiv,f,Marionette,Marionetten
Substantiv,f,Marionettenfigur,Marionettenfiguren
Substantiv,m,Marionettenkönig,Marionettenkönige
Substantiv,f,Marionettenregierung,Marionettenregierungen
Substantiv,n,Marionettenspiel,Marionettenspiele
Substantiv,m,Marionettenstaat,Marionettenstaaten
Substantiv,m,Markbetrag,Markbeträge
Substantiv,f,Marke,Marken
Substantiv,m,Markenartikel,Markenartikel
Substantiv,m,Markenhersteller,Markenhersteller
Substantiv,m,Markenname,Markennamen
Substantiv,n,Markenprodukt,Markenprodukte
Substantiv,n,Markenrecht,Markenrechte
Substantiv,m,Markenwein,Markenweine
Substantiv,n,Markenzeichen,Markenzeichen
Substantiv,m,Marketender,Marketender
Substantiv,f,Marketenderin,Marketenderinnen
Substantiv,f,Marketenderware,Marketenderwaren
Substantiv,m,Markgraf,Markgrafen
Substantiv,n,Markgrafentum,Markgrafentümer
Substantiv,n,Markgraftum,Markgraftümer
Substantiv,f,Markiertheit,Markiertheiten
Substantiv,f,Markiertheitstheorie,Markiertheitstheorien
Substantiv,f,Markierung,Markierungen
Substantiv,f,Markise,Markisen
Substantiv,m,Markkurs,Markkurse
Substantiv,m,Marknagel,Marknägel
Substantiv,m,Markomanne,Markomannen
Substantiv,m,Markscheider,Markscheider
Substantiv,f,Markscheiderin,Markscheiderinnen
Substantiv,m,Markstein,Marksteine
Substantiv,n,Markstück,Markstücke
Substantiv,m,Markt,Märkte
Substantiv,m,Marktanteil,Marktanteile
Substantiv,m,Marktbericht,Marktberichte
Substantiv,m,Marktbesucher,Marktbesucher
Substantiv,f,Marktbesucherin,Marktbesucherinnen
Substantiv,m,Marktbrunnen,Marktbrunnen
Substantiv,f,Marktbude,Marktbuden
Substantiv,f,Markteinführung,Markteinführungen
Substantiv,m,Marktflecken,Marktflecken
Substantiv,f,Marktform,Marktformen
Substantiv,f,Marktforschung,Marktforschungen
Substantiv,n,Marktforschungsinstitut,Marktforschungsinstitute
Substantiv,f,Marktfrau,Marktfrauen
Substantiv,m,Marktführer,Marktführer
Substantiv,f,Marktführerin,Marktführerinnen
Substantiv,f,Marktgemeinde,Marktgemeinden
Substantiv,f,Markthalle,Markthallen
Substantiv,m,Markthändler,Markthändler
Substantiv,f,Markthändlerin,Markthändlerinnen
Substantiv,f,Marktkapitalisierung,Marktkapitalisierungen
Substantiv,m,Marktleiter,Marktleiter
Substantiv,f,Marktleiterin,Marktleiterinnen
Substantiv,m,Marktplatz,Marktplätze
Substantiv,n,Marktrecht,Marktrechte
Substantiv,m,Marktschreier,Marktschreier
Substantiv,f,Marktschreierin,Marktschreierinnen
Substantiv,m,Marktstand,Marktstände
Substantiv,f,Marktsäule,Marktsäulen
Substantiv,m,Markttag,Markttage
Substantiv,f,Markttransparenzstelle,Markttransparenzstellen
Substantiv,n,Marktweib,Marktweiber
Substantiv,f,Marktwirtschaft,Marktwirtschaften
Substantiv,f,Markuskirche,Markuskirchen
Substantiv,m,Marlspieker,Marlspieker
Substantiv,f,Marmel,Marmeln
Substantiv,f,Marmelade,Marmeladen
Substantiv,n,Marmeladenbrot,Marmeladenbrote
Substantiv,f,Marmeladenfüllung,Marmeladenfüllungen
Substantiv,n,Marmeladenglas,Marmeladengläser
Substantiv,f,Marmeladensorte,Marmeladensorten
Substantiv,f,Marmeladesorte,Marmeladesorten
Substantiv,m,Marmeladinger,Marmeladinger
Substantiv,f,Marmelente,Marmelenten
Substantiv,m,Marmelstein,Marmelsteine
Substantiv,m,Marmor,Marmore
Substantiv,n,Marmorbildnis,Marmorbildnisse
Substantiv,m,Marmorblock,Marmorblöcke
Substantiv,m,Marmorbruch,Marmorbrüche
Substantiv,f,Marmorbüste,Marmorbüsten
Substantiv,f,Marmorfläche,Marmorflächen
Substantiv,m,Marmorkuchen,Marmorkuchen
Substantiv,f,Marmorplatte,Marmorplatten
Substantiv,m,Marmorsaal,Marmorsäle
Substantiv,m,Marmorsarg,Marmorsärge
Substantiv,f,Marmorskulptur,Marmorskulpturen
Substantiv,m,Marmorsockel,Marmorsockel
Substantiv,f,Marmorstatue,Marmorstatuen
Substantiv,m,Marmorsteinbruch,Marmorsteinbrüche
Substantiv,f,Marmorsäule,Marmorsäulen
Substantiv,m,Marmortisch,Marmortische
Substantiv,n,Marmortischchen,Marmortischchen
Substantiv,f,Marmortreppe,Marmortreppen
Substantiv,f,Marmorwand,Marmorwände
Substantiv,m,Marodeur,Marodeure
Substantiv,f,Marodeurin,Marodeurinnen
Substantiv,m,Marokkaner,Marokkaner
Substantiv,f,Marokkanerin,Marokkanerinnen
Substantiv,m,Maronenröhrling,Maronenröhrlinge
Substantiv,f,Maroni,Maroni
Substantiv,f,Marotte,Marotten
Substantiv,m,Marquis,Marquis
Substantiv,f,Marquise,Marquisen
Substantiv,m,Marrane,Marranen
Substantiv,m,Marruciner,Marruciner
Substantiv,m,Mars,Marse
Substantiv,m,Marsala,Marsalas
Substantiv,m,Marsbewohner,Marsbewohner
Substantiv,f,Marsch,Marschen
Substantiv,m,Marsch,Märsche
Substantiv,m,Marschall,Marschälle
Substantiv,m,Marschallstab,Marschallstäbe
Substantiv,m,Marschbefehl,Marschbefehle
Substantiv,m,Marschbewohner,Marschbewohner
Substantiv,m,Marschboden,Marschböden
Substantiv,m,Marschflugkörper,Marschflugkörper
Substantiv,f,Marschkapelle,Marschkapellen
Substantiv,f,Marschkolonne,Marschkolonnen
Substantiv,m,Marschkompass,Marschkompasse
Substantiv,n,Marschlager,Marschlager
Substantiv,f,Marschlandschaft,Marschlandschaften
Substantiv,n,Marschlied,Marschlieder
Substantiv,f,Marschmusik,Marschmusiken
Substantiv,f,Marschrichtung,Marschrichtungen
Substantiv,f,Marschsäule,Marschsäulen
Substantiv,m,Marschtag,Marschtage
Substantiv,f,Marschverpflegung,Marschverpflegungen
Substantiv,n,Marschziel,Marschziele
Substantiv,m,Marser,Marser
Substantiv,m,Marsgast,Marsgasten
Substantiv,n,Marsgestein,Marsgesteine
Substantiv,m,Marshaller,Marshaller
Substantiv,f,Marshallerin,Marshallerinnen
Substantiv,n,Marshmallow,Marshmallows
Substantiv,m,Marsianer,Marsianer
Substantiv,n,Marsjahr,Marsjahre
Substantiv,f,Marskolonie,Marskolonien
Substantiv,m,Marsmensch,Marsmenschen
Substantiv,f,Marsmission,Marsmissionen
Substantiv,m,Marsmond,Marsmonde
Substantiv,n,Marsmännchen,Marsmännchen
Substantiv,f,Marsrakete,Marsraketen
Substantiv,f,Marssonde,Marssonden
Substantiv,m,Marstall,Marställe
Substantiv,m,Marstempel,Marstempel
Substantiv,f,Marter,Martern
Substantiv,m,Martertod,Martertode
Substantiv,m,Martini,Martinis
Substantiv,m,Martinimarkt,Martinimärkte
Substantiv,n,Martinsfeuer,Martinsfeuer
Substantiv,f,Martinsgans,Martinsgänse
Substantiv,n,Martinshorn,Martinshörner
Substantiv,f,Martinskirche,Martinskirchen
Substantiv,n,Martinslied,Martinslieder
Substantiv,m,Martinstag,Martinstage
Substantiv,m,Martinszug,Martinszüge
Substantiv,m,Martyrer,Martyrer
Substantiv,f,Martyrerakte,Martyrerakten
Substantiv,n,Martyrium,Martyrien
Substantiv,n,Martyrologium,Martyrologien
Substantiv,m,Marxist,Marxisten
Substantiv,f,Marxistin,Marxistinnen
Substantiv,n,Marzipan,Marzipane
Substantiv,n,Marzipanschwein,Marzipanschweine
Substantiv,f,Maräne,Maränen
Substantiv,m,Mascara,Mascaras
Substantiv,f,Masche,Maschen
Substantiv,f,Masche,Maschen
Substantiv,f,Maschekseite,Maschekseiten
Substantiv,m,Maschendrahtzaun,Maschendrahtzäune
Substantiv,f,Maschikseite,Maschikseiten
Substantiv,m,Maschikuli,Maschikulis
Substantiv,f,Maschine,Maschinen
Substantiv,m,Maschinenbauer,Maschinenbauer
Substantiv,f,Maschinenbauerin,Maschinenbauerinnen
Substantiv,m,Maschinenbauingenieur,Maschinenbauingenieure
Substantiv,f,Maschinenbauingenieurin,Maschinenbauingenieurinnen
Substantiv,f,Maschinenbilge,Maschinenbilgen
Substantiv,m,Maschinendefekt,Maschinendefekte
Substantiv,n,Maschinenelement,Maschinenelemente
Substantiv,f,Maschinenfabrik,Maschinenfabriken
Substantiv,n,Maschinengewehr,Maschinengewehre
Substantiv,n,Maschinengewehrfeuer,Maschinengewehrfeuer
Substantiv,f,Maschinenhalle,Maschinenhallen
Substantiv,m,Maschinenpark,Maschinenparks
Substantiv,f,Maschinenpistole,Maschinenpistolen
Substantiv,m,Maschinenraum,Maschinenräume
Substantiv,m,Maschinensatz,Maschinensätze
Substantiv,m,Maschinenschaden,Maschinenschäden
Substantiv,m,Maschinensetzer,Maschinensetzer
Substantiv,f,Maschinensprache,Maschinensprachen
Substantiv,m,Maschinenstempel,Maschinenstempel
Substantiv,m,Maschinentelegraph,Maschinentelegraphen
Substantiv,f,Maschinerie,Maschinerien
Substantiv,m,Maschinist,Maschinisten
Substantiv,f,Maschinistin,Maschinistinnen
Substantiv,m,Maser,Maser
Substantiv,f,Maser,Masern
Substantiv,f,Masernimpfung,Masernimpfungen
Substantiv,f,Maserung,Maserungen
Substantiv,m,Mashie,Mashies
Substantiv,n,Mashup,Mashups
Substantiv,f,Maske,Masken
Substantiv,n,Maskenattest,Maskenatteste
Substantiv,m,Maskenball,Maskenbälle
Substantiv,m,Maskenbildner,Maskenbildner
Substantiv,f,Maskenbildnerin,Maskenbildnerinnen
Substantiv,f,Maskenempfehlung,Maskenempfehlungen
Substantiv,m,Maskenmuffel,Maskenmuffel
Substantiv,f,Maskenmütze,Maskenmützen
Substantiv,m,Maskentanz,Maskentänze
Substantiv,m,Maskenverstoß,Maskenverstöße
Substantiv,m,Maskenverweigerer,Maskenverweigerer
Substantiv,f,Maskenverweigerin,Maskenverweigerinnen
Substantiv,f,Maskerade,Maskeraden
Substantiv,f,Maskierung,Maskierungen
Substantiv,n,Maskierungsmittel,Maskierungsmittel
Substantiv,m,Maskil,Maskilim
Substantiv,n,Maskulinum,Maskulina
Substantiv,m,Masochist,Masochisten
Substantiv,f,Masochistin,Masochistinnen
Substantiv,f,Massage,Massagen
Substantiv,m,Massagesalon,Massagesalons
Substantiv,m,Massai,Massai
Substantiv,n,Massaker,Massaker
Substantiv,f,Masse,Massen
Substantiv,f,Massebe,Masseben
Substantiv,f,Massel,Masseln
Substantiv,f,Massenagitation,Massenagitationen
Substantiv,n,Massenaussterben,Massenaussterben
Substantiv,f,Massenbewegung,Massenbewegungen
Substantiv,n,Massenblatt,Massenblätter
Substantiv,m,Massencrash,Massencrashs
Substantiv,m,Massendefekt,Massendefekte
Substantiv,f,Massendemonstration,Massendemonstrationen
Substantiv,f,Massenentlassung,Massenentlassungen
Substantiv,f,Massenfluchtbewegung,Massenfluchtbewegungen
Substantiv,n,Massengestein,Massengesteine
Substantiv,n,Massengrab,Massengräber
Substantiv,n,Massengut,Massengüter
Substantiv,f,Massenhaltung,Massenhaltungen
Substantiv,f,Massenherstellung,Massenherstellungen
Substantiv,f,Massenhinrichtung,Massenhinrichtungen
Substantiv,f,Massenhysterie,Massenhysterien
Substantiv,f,Massenimpfung,Massenimpfungen
Substantiv,f,Massenkarambolage,Massenkarambolagen
Substantiv,f,Massenkeilerei,Massenkeilereien
Substantiv,f,Massenkommunikation,Massenkommunikationen
Substantiv,f,Massenkundgebung,Massenkundgebungen
Substantiv,n,Massenlager,Massenlager
Substantiv,n,Massenleiden,Massenleiden
Substantiv,n,Massenmedium,Massenmedien
Substantiv,m,Massenmensch,Massenmenschen
Substantiv,m,Massenmord,Massenmorde
Substantiv,m,Massenmörder,Massenmörder
Substantiv,f,Massenmörderin,Massenmörderinnen
Substantiv,f,Massenorganisation,Massenorganisationen
Substantiv,f,Massenpanik,Massenpaniken
Substantiv,n,Massenphänomen,Massenphänomene
Substantiv,f,Massenproduktion,Massenproduktionen
Substantiv,m,Massenprotest,Massenproteste
Substantiv,m,Massenpunkt,Massenpunkte
Substantiv,n,Massenquartier,Massenquartiere
Substantiv,n,Massenritual,Massenrituale
Substantiv,f,Massenschlägerei,Massenschlägereien
Substantiv,m,Massenselbstmord,Massenselbstmorde
Substantiv,f,Massenszene,Massenszenen
Substantiv,f,Massentaufe,Massentaufen
Substantiv,f,Massentierhaltung,Massentierhaltungen
Substantiv,f,Massentötung,Massentötungen
Substantiv,m,Massenverlust,Massenverluste
Substantiv,f,Massenvernichtungswaffe,Massenvernichtungswaffen
Substantiv,f,Massenvertreibung,Massenvertreibungen
Substantiv,f,Massenzahl,Massenzahlen
Substantiv,m,Masseur,Masseure
Substantiv,f,Masseurin,Masseurinnen
Substantiv,f,Masseuse,Masseusen
Substantiv,m,Massiker,Massiker
Substantiv,n,Massiv,Massive
Substantiv,f,Mast,Masten
Substantiv,f,Mastadenitis,Mastadenitiden
Substantiv,m,Mastbetrieb,Mastbetriebe
Substantiv,m,Mastbruch,Mastbrüche
Substantiv,m,Mastdarm,Mastdärme
Substantiv,m,Master,Master
Substantiv,f,Masterarbeit,Masterarbeiten
Substantiv,m,Masterbootsektor,Masterbootsektoren
Substantiv,m,Masterplan,Masterpläne
Substantiv,n,Masters,Masters
Substantiv,n,Masthuhn,Masthühner
Substantiv,n,Masthähnchen,Masthähnchen
Substantiv,f,Mastitis,Mastitiden
Substantiv,n,Mastodon,Mastodonten
Substantiv,f,Mastodynie,Mastodynien
Substantiv,n,Masttier,Masttiere
Substantiv,m,Masttop,Masttops
Substantiv,f,Masturbation,Masturbationen
Substantiv,m,Mastwurf,Mastwürfe
Substantiv,m,Masure,Masuren
Substantiv,f,Masurin,Masurinnen
Substantiv,f,Mataiologie,Mataiologien
Substantiv,m,Matchball,Matchbälle
Substantiv,f,Mate,Maten
Substantiv,n,Material,Materialien
Substantiv,f,Materialart,Materialarten
Substantiv,m,Materialbedarf,Materialbedarfe
Substantiv,f,Materialbeschaffung,Materialbeschaffungen
Substantiv,m,Materialbestand,Materialbestände
Substantiv,f,Materialermüdung,Materialermüdungen
Substantiv,f,Materialisation,Materialisationen
Substantiv,f,Materialschlacht,Materialschlachten
Substantiv,m,Materialverlust,Materialverluste
Substantiv,m,Materialwert,Materialwerte
Substantiv,f,Materialwissenschaft,Materialwissenschaften
Substantiv,f,Materie,Materien
Substantiv,f,Materiewelle,Materiewellen
Substantiv,f,Mathearbeit,Mathearbeiten
Substantiv,n,Mathebuch,Mathebücher
Substantiv,m,Mathelehrer,Mathelehrer
Substantiv,f,Mathelehrerin,Mathelehrerinnen
Substantiv,f,Mathematikarbeit,Mathematikarbeiten
Substantiv,n,Mathematikbuch,Mathematikbücher
Substantiv,m,Mathematiker,Mathematiker
Substantiv,f,Mathematikerin,Mathematikerinnen
Substantiv,m,Mathematiklehrer,Mathematiklehrer
